,Algorithm,ProofType,TotalCoinsMined,TotalCoinSupply,PC 1,PC 2,PC 3,class,CoinName
ODN,,,,,-0.3698601056690206,1.5525499903626792,-0.04340245399329486,0.0,Obsidian
OK,,,,,-0.31541407217574047,0.8019659418893152,-0.3423504077677119,0.0,OKCash
OMC,,,,,-0.16204835115859878,-1.0587735402180138,-0.039348287705425936,1.0,OmniCron
OMNI,,,,,-0.16218440930347228,-1.0587761146488202,-0.039344511302049634,1.0,Omni
ONION,,,,,-0.27950204145465385,1.7488285102683039,-0.5876964119941743,0.0,DeepOnion
ONT,,,,,-0.3085900008086755,1.6997648278276514,-0.4086956020903253,0.0,Ontology
ONX,,,,,-0.2287304176555018,-1.0243707819832004,0.1676339253028108,1.0,Onix
OPAL,,,,,-0.2797189123135776,1.7488346187310027,-0.5876925229067419,0.0,OpalCoin
ORB,,,,,-0.3498583863009055,0.4492350358955444,-0.22643370232685092,0.0,Orbitcoin
OS76,,,,,-0.16216611994925548,-1.0587769846460038,-0.03934476525389181,1.0,OsmiumCoin
OWC,,,,,-0.3311593379316121,1.0723894685089725,-0.575796211391108,0.0,Oduwa
OXY,,,,,3.695027534415206,1.8092278104072823,-0.5045685056487583,0.0,Oxycoin
PAC,,,,,0.47849096954319,-1.0705280757815399,0.16042493983979303,1.0,PacCoin
PAK,,,,,-0.16005176804616836,-1.0588330470731537,-0.03938340966180398,1.0,Pakcoin
PART,,,,,-0.3301555870055642,1.6468705586590557,-0.13952514411902062,0.0,Particl
PAXEX,,,,,-0.3528989526860527,0.9555906980678943,-0.08254100838649601,0.0,PAXEX
PCOIN,,,,,-0.2377711915939884,-1.0239125692292292,0.16775358470220295,1.0,Pioneer Coin
PHO,,,,,1.0891564832721836,-1.3154610318887947,-0.10396988993983418,1.0,Photon
PHR,,,,,-0.3299781224281424,1.646861405821946,-0.13952745990880427,0.0,Phreak
PIGGY,,,,,-0.3941855518276433,1.106996311654689,-0.3689436133783911,0.0,Piggy Coin
PINK,,,,,-0.3984434700560839,1.1072070238632923,-0.3688861954484453,0.0,PinkCoin
PIRATE,,,,,-0.2460530697391526,-0.03199581597973741,0.22619822961593763,0.0,PirateCash
PIRL,,,,,-0.14789750142130206,-2.3112579737479773,0.4704045463274103,1.0,Pirl
PIZZA,,,,,-0.23784384701556197,-1.0239163874242856,0.16775611104161403,1.0,PizzaCoin
PLNC,,,,,-0.33100652819969134,1.0723821909108455,-0.5757983313807237,0.0,PLNCoin
PLTC,,,,,0.30707241550913633,-2.34365903972828,0.39140868066790024,1.0,PlatinCoin
PLURA,,,,,0.31676259893791325,-2.3436191440662,0.39116964870732424,1.0,PluraCoin
PLUS1,,,,,-0.13649342540032547,-2.1168967401788605,0.40843020333072894,1.0,PlusOneCoin
PND,,,,,0.36664773090706754,0.9192566020774777,-0.3046640861623127,0.0,PandaCoin
PNX,,,,,-0.40642348153043467,1.1072590598339742,-0.3687070581925371,0.0,PhantomX
PNY,,,,,-0.15796808729040782,0.912858574359417,-0.29083904007939493,0.0,Peony Coin
POA,,,,,-0.29332327425355315,4.663646916181595,13.633341837061264,3.0,Poa Network
POP,,,,,-0.07820532777294535,-1.0595093718178605,-0.04119096620260921,1.0,PopularCoin
POSQ,,,,,-0.3384937180265504,1.5129046376473054,-0.17457520702757778,0.0,Poseidon Quark
POT,,,,,-0.3257834166038454,1.0722869432093252,-0.575902816375241,0.0,PotCoin
PPAI,,,,,-0.10718226135249179,-1.3293160035409026,0.19319091713710898,1.0,Project Pai
PRC,,,,,-0.16197667285007442,-1.0587835717431788,-0.0393479015726338,1.0,ProsperCoin
PROC,,,,,0.27029428111415216,0.6152666190407131,-0.0615470308979853,0.0,ProCurrency
PROTON,,,,,-0.302597085829508,0.6894648659966396,-0.10157734191653402,0.0,Proton
PRX,,,,,-0.3312025952820428,1.072388737392627,-0.575795028976911,0.0,Printerium
PSB,,,,,-0.3310791222261217,1.0724069122812965,-0.5758017601797546,0.0,PesoBit
PSD,,,,,-0.16199744521185194,-1.0587842608609221,-0.03934726325492936,1.0,Poseidon
PTC,,,,,-0.15933283648550603,-1.0587982054615346,-0.03940779473895798,1.0,PesetaCoin
PURA,,,,,-0.23340996417789653,-1.0239980734108016,0.16766758731667067,1.0,Pura
PUSHI,,,,,-0.40712705688113165,1.1072533172805952,-0.3686891091178015,0.0,Pushi
PUT,,,,,-0.30734365721711177,1.0717864600201614,-0.5762374339530066,0.0,PutinCoin
PWR,,,,,-0.23334439437554444,1.4589495981562968,-0.5954355194317323,0.0,PWR Coin
PXC,,,,,-0.32988871472542836,1.0723774181037433,-0.5758239492436299,0.0,PhoenixCoin
QRK,,,,,-0.2225871704142091,-0.46634331076705204,0.07564758186709215,1.0,QuarkCoin
QRL,,,,,-0.14599623507377618,-2.2006705655985486,0.4002971344632949,1.0,Quantum Resistant Ledger
QTL,,,,,-0.1613963603987072,-1.058819930899798,-0.03935413304203546,1.0,Quatloo
QTUM,,,,,-0.32188508902812696,1.5785020704417407,-0.057540006419013086,0.0,QTUM
QWC,,,,,3.10454108034768,-2.2766441946895037,0.3322326861609669,1.0,Qwertycoin
RADS,,,,,-0.33021980335770906,1.6468681707564459,-0.13952311707687448,0.0,Radium
RAIN,,,,,-0.40229296351769905,1.107079317910818,-0.36876790365976264,0.0,Condensate
RBY,,,,,-0.2774896106225778,0.9207759030562213,-0.2896450496826151,0.0,RubyCoin
RC,,,,,-0.33036437210145514,1.0723292572786507,-0.5758025776346557,0.0,Russiacoin
RCC,,,,,-0.15474208169275702,-2.043258318581578,0.4142323174107732,1.0,Reality Clash
RDD,,,,,0.027120033203105385,1.0842900768523411,-0.5868089275441947,0.0,Reddcoin
REC,,,,,-0.40705053714544637,1.107254447932896,-0.3686911668090832,0.0,Regalcoin
REV,,,,,-0.315477138424776,0.8018809789237504,-0.3423311820141685,0.0,Revenu
RIC,,,,,-0.19956745206536855,-1.3274909427671857,0.14930727558470908,1.0,Riecoin
RNS,,,,,-0.2771367428548376,0.9207633753860465,-0.2896508375406401,0.0,RenosCoin
ROOT,,,,,-0.33146546916971364,1.0723940953211144,-0.5757898880538591,0.0,RootCoin
ROYAL,,,,,-0.22618893439963356,1.5971998745661085,-0.30153361584766597,0.0,RoyalCoin
RPC,,,,,-0.16203372813973402,-1.0587854645376937,-0.039346148310202035,1.0,RonPaulCoin
RUP,,,,,-0.3127542879257729,0.6994990724081419,-0.12239936255853544,0.0,Rupee
RVR,,,,,-0.15813653784799014,-1.0587892199880833,-0.03943815135345987,1.0,Revolution VR
RYO,,,,,-0.145777739187678,-2.1820133290796124,0.24929174897720927,1.0,Ryo
SAFEX,,,,,-0.13141121484275087,0.48506492213958424,-0.5790707941100888,0.0,SafeExchangeCoin
SBC,,,,,-0.1601252080289964,-1.0588833510120772,-0.03937116719027735,1.0,StableCoin
SC,,,,,0.36565286931402163,-2.2073351162913144,0.30556672904375964,1.0,Siacoin
SCN,,,,,-0.23186682776754536,0.6732063140920072,-0.19814328776857415,0.0,Swiscoin
SEM,,,,,3.8806250384209013,1.7838283776702781,-0.7947667419394918,0.0,Semux
SH,,,,,-0.16184732045448855,-1.0587856159266789,-0.03935055482653158,1.0,Shilling
SIB,,,,,-0.14594715685048013,-2.257886289524939,0.513039321048774,1.0,SibCoin
SIC,,,,,-0.13429945611140143,1.0717548889723705,-0.5803507804029978,0.0,Swisscoin
SIGT,,,,,-0.33067641509513973,1.5654715875763197,-0.15293437055104633,0.0,Signatum
SJCX,,,,,-0.31732978230074244,1.6309629869470157,0.03457794710669517,0.0,StorjCoin
SLC,,,,,-0.19662160773796675,-1.6225511997571012,0.18313003323751365,1.0,SLICE
SLR,,,,,0.5349545467861274,-1.1047043084829395,-0.0463612414889968,1.0,SolarCoin
SMART,,,,,-0.10989013876047729,-1.2229038971683277,0.2955485675708569,1.0,SmartCash
SMC,,,,,-0.16151974583470421,-1.058789672147185,-0.0393575077316111,1.0,SmartCoin
SMLY,,,,,0.554676644361356,-1.070190754928979,-0.05403071445392978,1.0,SmileyCoin
SOCC,,,,,-0.16160064040792002,-1.058809109459035,-0.03935152690517302,1.0,SocialCoin
SOIL,,,,,-0.14914023097472523,-2.311210289238454,0.4704241863944588,1.0,SoilCoin
SOJ,,,,,-0.08764454824339438,-1.0636941585433195,-0.04009323807102247,1.0,Sojourn Coin
SONG,,,,,-0.1603053435981233,-1.0588613385037453,-0.03937147048115285,1.0,Song Coin
SOON,,,,,-0.14747860618256886,-1.3291893433228783,0.1941238921574299,1.0,SoonCoin
SPD,,,,,-0.3853038243434411,0.8479940152220498,-0.6455805200408928,0.0,Stipend
SPK,,,,,-0.18038658912609543,-1.6819405412756858,0.3100082529040926,1.0,SparksPay
SPR,,,,,-0.2377598090988966,-1.0239100798126073,0.16775279438092064,1.0,Spreadcoin
SQL,,,,,-0.40116488929754485,0.7405852374065776,0.034301654027173396,0.0,Squall Coin
SSS,,,,,0.031126950953512915,-1.0594019771514827,-0.04381641361212331,1.0,ShareChain
STCN,,,,,-0.3298441777796061,1.6468436050767508,-0.13952693550032436,0.0,Stakecoin
STV,,,,,-0.2797465062801461,1.748826663957333,-0.5876902064783339,0.0,Sativa Coin
SUCR,,,,,-0.23784588795084882,-1.0239127946692945,0.1677554101439394,1.0,Sucre
SUMO,,,,,0.30355213600563147,-2.343416034678962,0.3914417998326148,1.0,Sumokoin
SUPER,,,,,-0.35304372428490927,0.9556562888169207,-0.08255124455717491,0.0,SuperCoin
SWING,,,,,-0.31673549447928523,0.8019678598264587,-0.34231934671440145,0.0,SwingCoin
SXC,,,,,-0.15884412662976607,-1.0588408514671583,-0.039410533774913416,1.0,SexCoin
SYNC,,,,,-0.4073310439157497,1.1072641477367797,-0.36868651183696033,0.0,SyncCoin
SYS,,,,,-0.1345845609784845,-1.3293718984268157,0.19385498662492348,1.0,SysCoin
TAJ,,,,,-0.4047734446302998,1.9029983157003347,-0.5553072736192245,0.0,TajCoin
TAU,,,,,3.6883716764372103,1.8086550364886316,-0.5042905521534463,0.0,Lamden Tau
TCH,,,,,-0.24407364619546365,0.6502937927594498,-0.056607738656829075,0.0,TigerCash
TEAM,,,,,-0.32797549219149413,1.6467370761527336,-0.13954920306503155,0.0,TeamUP
TER,,,,,-0.3313635445654679,1.07238640139831,-0.5757907096920252,0.0,TerraNovaCoin
TES,,,,,-0.24555804761077935,0.12841609544773155,0.11527417994891208,0.0,TeslaCoin
TGC,,,,,-0.14691380965085712,-1.3291889170808058,0.19411035624872944,1.0,TigerCoin
TIT,,,,,-0.2942897199182204,1.6697536565981645,-0.29117899275233794,0.0,TittieCoin
TOKC,,,,,-0.21774040123243696,1.596918764323596,-0.3016761204399993,0.0,Tokyo Coin
TOR,,,,,-0.40724255393474446,1.1072600447220586,-0.3686877627202587,0.0,TorCoin
TPAY,,,,,-0.32339072312778355,1.578504916551019,-0.057504753176088885,0.0,TokenPay
TPC,,,,,-0.32432349198298827,1.0719270934770584,-0.5758625063409499,0.0,TPCash
TRC,,,,,-0.1472014039217787,-1.3291949298463792,0.19411845778401582,1.0,TerraCoin
TRF,,,,,-0.14740012994351545,-2.311201837292295,0.4703809939301277,1.0,Travelflex
TRI,,,,,-0.2799017418824759,1.7488284689350095,-0.5876868870816178,0.0,Triangles Coin
TRK,,,,,-0.4043637234138232,1.1073625885328393,-0.36877769531825766,0.0,TruckCoin
TROLL,,,,,-0.3178697376539297,1.0722115886214167,-0.5760755098217867,0.0,Trollcoin
TRTL,,,,,8.052460628464358,-2.7902205172397236,0.30015995640599386,1.0,TurtleCoin
TRVC,,,,,-0.3555997685410493,0.841088912774728,-0.38774657151680375,0.0,Trivechain
TSC,,,,,-0.19073020030185667,1.0643921198535498,-0.5774712888208106,0.0,ThunderStake
TTN,,,,,-0.29675410575456074,1.8316014140855628,-0.6633719807936403,0.0,Titan Coin
TUBE,,,,,0.31089044056044535,-2.3438139514054397,0.39135009533616616,1.0,BitTube
TZC,,,,,-0.3448505420019924,0.4491222496356359,-0.22652940337591612,0.0,TrezarCoin
U,,,,,-0.3534891212904664,0.9556274341842736,-0.0825346208944008,0.0,Ucoin
UBTC,,,,,-0.14739029393349135,-1.329185826504929,0.19412105592224552,1.0,UnitedBitcoin
UFO,,,,,-0.10544694485102016,-1.6822553956520292,0.30828973038739316,1.0,UFO Coin
UIS,,,,,-0.1308274747602253,-1.8510841579596566,0.36557760078450013,1.0,Unitus
UMO,,,,,-0.1369116171024872,-2.255363304284783,0.3599773685159246,1.0,Universal Molecule
UNB,,,,,-0.1471843133485195,-1.329221112404619,0.19412351286043972,1.0,UnbreakableCoin
UNIFY,,,,,-0.16183765066638822,-1.058777746697146,-0.03935242666065895,1.0,Unify
UNITS,,,,,-0.33135442040127544,1.0723886281791273,-0.5757913914569055,0.0,GameUnits
UNO,,,,,-0.1477759170557127,-1.3291845998811773,0.19412998116427985,1.0,Unobtanium
URALS,,,,,-0.1555780495999534,-0.5550841477826721,0.019887112933902593,1.0,Urals Coin
URO,,,,,-0.23802342410610206,-1.0239047464705686,0.1677579580779701,1.0,UroCoin
USC,,,,,-0.2618589309107073,0.6502668593317964,-0.05617867809404321,0.0,Ultimate Secure Cash
USDE,,,,,-0.3066866493565583,1.0720898301243156,-0.5763163628022052,0.0,UnitaryStatus Dollar
USX,,,,,-0.3269692816719369,1.0723799422394311,-0.5758939832918658,0.0,Unified Society USDEX
UTC,,,,,-0.330164725430239,1.0723668536496287,-0.5758151739625247,0.0,UltraCoin
VET,,,,,4.4259666541182705,2.8434638800392453,12.390638518299857,3.0,Vechain
VIA,,,,,-0.16174983731750903,-1.0587774544030957,-0.03935457834553147,1.0,ViaCoin
VIG,,,,,-0.3421005107586089,1.8335463407623,-0.6626980821174616,0.0,TheVig
VIP,,,,,-0.35486139183477594,1.4548549489567322,-0.5916881849951986,0.0,VIP Tokens
VITAE,,,,,-0.3416237087621711,1.5131879653142286,-0.17455979182967485,0.0,Vitae
VIVO,,,,,-0.1803890256591677,-1.6819448457176107,0.3100092088697803,1.0,VIVO Coin
VLTC,,,,,-0.23056689079114004,-1.0243613129962217,0.16767567373808018,1.0,VaultCoin
VLX,,,,,-0.27662900916956684,0.9207171653356596,-0.2896532860063863,0.0,Velox
VOLLAR,,,,,-0.1193808920035264,-2.2144869665966715,0.4828573397283623,1.0,Vollar
VRC,,,,,-0.27660410518954204,0.519820469051358,-0.35191021234099484,0.0,VeriCoin
VTC,,,,,-0.1963700787222725,-1.2800589516550038,0.12787673919689282,1.0,Vertcoin
VTR,,,,,-0.33120524985647626,1.072388649327805,-0.5757949474040075,0.0,Vtorrent
VUC,,,,,-0.3548992764214936,1.4548325740925003,-0.5916826153677179,0.0,Virta Unique Coin
WAGE,,,,,-0.3419557860710947,1.5131628700332815,-0.1745466503885853,0.0,Digiwage
WAVES,,,,,-0.4888960831576635,2.699434904701408,10.636177591386659,3.0,Waves
WBB,,,,,-0.16217544355087068,-1.0587772332143381,-0.0393444914182311,1.0,Wild Beast Coin
WDC,,,,,-0.1588488254223443,-1.0588518625906986,-0.03940812485832363,1.0,WorldCoin
WEBC,,,,,-0.13497129659006224,-2.2014627893394065,0.4001999134476358,1.0,Webchain
WOMEN,,,,,0.43879223882949925,1.08034881870096,-0.5957880571437529,0.0,WomenCoin
XBC,,,,,-0.27781348158895836,0.920764454785371,-0.2896349505436147,0.0,BitcoinPlus
XBI,,,,,-0.32009758650353554,1.2094931626538448,-0.11355459852923505,0.0,Bitcoin Incognito
XC,,,,,-0.4072069899946655,1.107264392254522,-0.36868951639084147,0.0,X11 Coin
XCG,,,,,-0.18651533879683752,-1.290099672495519,0.14870732001008344,1.0,Xchange
XCI,,,,,0.3029726752222636,-2.3433874687701537,0.3914496367848203,1.0,Cannabis Industry Coin
XCN,,,,,-0.12894393741398866,-2.2329269132495693,0.3328320329731605,1.0,Cryptonite
XCR,,,,,-0.24602653972720248,0.12847094685210325,0.1152738914452283,0.0,Crypti
XCRE,,,,,-0.329943797482499,1.6468695838941092,-0.13952998317469908,0.0,Creatio
XCXT,,,,,-0.33090760681856174,1.0723786359845042,-0.5757999449580404,0.0,CoinonatX
XDN,,,,,0.45829403682159425,-2.3452592909797936,0.3881421427912586,1.0,DigitalNote 
XDNA,,,,,-0.33943906483211805,0.9095285431779446,-0.23972523387917186,0.0,XDNA
XEN,,,,,-0.4072565716370366,1.1072639065473984,-0.36868823459953054,0.0,XenixCoin
XGR,,,,,-0.40683702847857467,1.107252379871606,-0.368695818721089,0.0,GoldReserve
XHI,,,,,-0.084433150764884,0.9201349306456317,-0.29410773108430793,0.0,HiCoin
XIN,,,,,-0.08941502421237456,0.6497930718864241,-0.06018548105034355,0.0,Infinity Economics
XIOS,,,,,-0.3313138110706277,1.0723843439024376,-0.5757914645577649,0.0,Xios
XJO,,,,,-0.14698119682233066,-1.32918973633795,0.19411213154628806,1.0,JouleCoin
XLC,,,,,0.30336823420255093,-2.343397576061156,0.3914423275921592,1.0,LeviarCoin
XMC,,,,,0.303138180745553,-2.343380147935871,0.3914441691283494,1.0,Monero Classic
XMCC,,,,,-0.407109811237816,1.1072647952760188,-0.36869191415155245,0.0,Monoeci
XMN,,,,,-0.18708848398717903,-1.2900638327898457,0.14871348920070324,1.0,Motion
XMR,,,,,-0.14737577518970468,-2.200642418301051,0.4003241074760483,1.0,Monero
XMY,,,,,-0.0967728318806839,-1.8513622741571385,0.36482482710701086,1.0,MyriadCoin
XNG,,,,,-0.4072856017475915,1.1072621362974464,-0.3686871741403252,0.0,Enigma
XPO,,,,,-0.32889943823410644,1.6468662177476312,-0.13955414564390947,0.0,Opair
XPY,,,,,-0.26317049329050346,0.650355395689802,-0.056165921375239625,0.0,PayCoin
XRA,,,,,-0.4051526216925626,1.1072836219038649,-0.36874243945603974,0.0,Ratecoin
XRC,,,,,-0.11058221827941456,-0.38234142486248546,-0.051242492052987976,1.0,Bitcoin Rhodium
XSH,,,,,-0.12104537218588744,-1.8512242363928972,0.36537392499716703,1.0,SHIELD
XSN,,,,,-0.42979278976190893,0.31942879366632676,0.25581563930317636,0.0,Stakenet
XST,,,,,-0.279499489532041,1.7488418980251714,-0.5876992655895296,0.0,StealthCoin
XT3,,,,,-0.277416432719956,0.9207473575700951,-0.28964083703097687,0.0,Xt3ch
XUN,,,,,1.1421471590824264,-2.3753677721755055,0.3781415578305603,1.0,UltraNote
XVG,,,,,0.1807715048377329,-1.8524005876923368,0.35843350122998696,1.0,Verge
XVP,,,,,-0.40646008873191486,1.1072226486447747,-0.3686985908413371,0.0,VirtacoinPlus
XWC,,,,,-0.3262766036379315,1.072355054068069,-0.5759052830010071,0.0,WhiteCoin
XZC,,,,,-0.1525393327227751,-2.2401156071503108,0.4651464644467611,1.0,ZCoin
YOC,,,,,-0.16099331342958054,-1.058854674799416,-0.03935648103721223,1.0,YoCoin
ZBC,,,,,-0.27739592122775114,0.9207402947475158,-0.28963985199517445,0.0,Zilbercoin
ZCC,,,,,-0.3225792715182032,1.0719849575409934,-0.5759161048106431,0.0,ZCC Coin
ZCL,,,,,-0.1311197903788698,-2.0115006076124757,0.4764977710274912,1.0,ZClassic
ZEC,,,,,-0.13109814449787574,-2.0114998895159593,0.4764971058672545,1.0,ZCash
ZEIT,,,,,0.877297568351034,0.8893960954248963,-0.31059268134053375,0.0,ZeitCoin
ZEN,,,,,-0.13109920285783705,-2.0114999246267775,0.4764971383897918,1.0,Horizen
ZEPH,,,,,2.452017299067724,0.7741309195353976,-0.28248035637148095,0.0,ZEPHYR
ZER,,,,,-0.1311321871216883,-2.0114982031308424,0.47649756457392367,1.0,Zero
ZET,,,,,-0.14449260493630206,-1.3291950259382086,0.19405398523790127,1.0,ZetaCoin
ZNE,,,,,-0.33130852308437286,1.0723845193300174,-0.575791627053262,0.0,ZoneCoin
ZNY,,,,,-0.15949645437155394,-1.0588624922717012,-0.03939048827642045,1.0,BitZeny
ZOI,,,,,-0.14690715498384918,-2.177358440148339,0.3724005180978621,1.0,Zoin
ZYD,,,,,-0.14763464874036344,-1.3291865908695693,0.19412703311243862,1.0,ZayedCoin
